05364,Jardín,05,5.583334,-75.833334
15367,Jenesano,15,5.388889,-73.368056
05368,Jericó,05,5.750000,-75.750000
15368,Jericó,15,6.200000,-72.583334
25368,Jerusalén,25,4.666667,-74.666667
68368,Jesús María,68,5.916667,-73.833334
68370,Jordán,68,6.750000,-73.066667
08132,Juan de Acosta,08,10.833334,-75.033334
25372,Junín,25,4.750000,-73.666667
27372,Juradó,27,7.000000,-77.666667
23350,La Apartada y La Frontera,23,8.050000,-75.335556
41378,La Argentina,41,2.250000,-76.166667
68377,La Belleza,68,5.861389,-73.968334
25377,La Calera,25,4.750000,-73.916667
15380,La Capilla,15,5.150000,-73.450000
05376,La Ceja,05,6.000000,-75.416667
66383,La Celia,66,4.966667,-76.000000
52378,La Cruz,52,1.550000,-76.883334
76677,La Cumbre,76,3.666667,-76.583334
17380,La Dorada,17,5.533334,-74.700000
54385,La Esperanza,54,8.166667,-72.466667
05380,La Estrella,05,6.166667,-75.666667
52381,La Florida,52,1.250000,-77.416667
20383,La Gloria,20,8.583334,-73.583334
20400,La Jagua de Ibirico,20,9.564167,-73.337500
44420,La Jagua del Pilar,44,10.516667,-73.083334
52385,La Llanada,52,1.477778,-77.583889
50350,La Macarena,50,2.853612,-73.943612
17388,La Merced,17,5.401945,-75.884723
25386,La Mesa,25,4.666667,-74.500000
18410,La Montañita,18,1.583334,-75.250000
25394,La Palma,25,5.416667,-74.416667
68397,La Paz,68,6.250000,-73.466667
20621,La Paz (Robles),20,10.166667,-73.250000
25398,La Peña,25,5.250000,-74.416667
05390,La Pintada,05,5.750000,-75.600000
41396,La Plata,41,2.416667,-76.166667
54398,La Playa,54,8.250000,-73.166667
99524,La Primavera,99,5.490556,-70.409167
85136,La Salina,85,6.185278,-72.344445
19392,La Sierra,19,2.250000,-76.833334
63401,La Tebaida,63,4.450000,-75.800000
52390,La Tola,52,2.410834,-78.242778
05400,La Unión,05,5.916667,-75.333334
52399,La Unión,52,1.583334,-77.083334
70400,La Unión,70,8.860556,-75.280556
76400,La Unión,76,4.535834,-76.106667
15403,La Uvita,15,6.333334,-72.500000
19397,La Vega,19,2.083334,-76.833334
25402,La Vega,25,5.000000,-74.350000
15401,La Victoria,15,5.525834,-74.236112
17867,La Victoria,17,4.523889,-76.041112
76403,La Victoria,76,4.523889,-76.041112
66400,La Virginia,66,4.916667,-75.833334
54377,Labateca,54,7.333334,-72.500000
15377,Labranzagrande,15,5.583334,-72.583334
68385,Landázuri,68,6.223889,-73.812778
68406,Lebrija,68,7.416667,-73.416667
52405,Leiva,52,1.937500,-77.308056
50400,Lejanías,50,3.513612,-74.051667
25407,Lenguazaque,25,5.333334,-73.666667
91001,Leticia,91,-4.215278,-69.940556
05411,Liborina,05,6.750000,-75.750000
52411,Linares,52,1.383334,-77.450000
27413,Lloró,27,5.583334,-76.416667
23417,Lorica,23,9.166667,-75.833334
23419,Los Córdobas,23,8.900000,-76.359723
70418,Los Palmitos,70,9.381112,-75.271389
54405,Los Patios,54,7.838334,-72.513334
68418,Los Santos,68,6.916667,-73.083334
54418,Lourdes,54,7.966667,-72.833334
08421,Luruaco,08,10.614167,-75.146112
73408,Lérida,73,4.916667,-74.916667
73411,Líbano,73,4.916667,-75.166667
19418,López (Micay),19,2.433334,-76.800000
15425,Macanal,15,4.916667,-73.250000
68425,Macaravita,68,6.583334,-72.533334
05425,Maceo,05,6.500000,-74.750000
25426,Machetá,25,5.083334,-73.616667
25430,Madrid,25,4.833334,-74.300000
13430,Magangué,13,9.241389,-74.753334
52427,Magüi (Payán),52,1.916667,-77.833334
13433,Mahates,13,10.166667,-75.166667
44430,Maicao,44,11.384167,-72.244167
70429,Majagual,70,8.500000,-74.666667
08433,Malambo,08,10.858889,-74.773056
52435,Mallama (Piedrancha),52,1.083334,-77.816667
08436,Manatí,08,10.500000,-75.000000
44560,Manaure,44,11.779167,-72.449445
20443,Manaure Balcón del Cesar,20,10.392778,-73.032500
17001,Manizales,17,5.070000,-75.520556
25436,Manta,25,5.083334,-73.583334
17433,Manzanares,17,5.250000,-75.166667
85139,Maní,85,4.833334,-72.333334
50325,Mapiripan,50,2.891112,-72.132223
13440,Margarita,13,9.083334,-74.200000
05440,Marinilla,05,6.200000,-75.300000
15442,Maripí,15,5.583334,-74.000000
73443,Mariquita,73,5.250000,-74.916667
17442,Marmato,17,5.500000,-75.583334
17444,Marquetalia,17,5.333334,-75.000000
66440,Marsella,66,4.916667,-75.750000
17446,Marulanda,17,5.333334,-75.250000
13442,María la Baja,13,10.000000,-75.333334
68444,Matanza,68,7.416667,-73.083334
05001,Medellín,05,6.291389,-75.536112
25438,Medina,25,4.500000,-73.333334
27425,Medio Atrato,27,5.995000,-76.782500
27430,Medio Baudó,27,5.049722,-77.052222
27450,Medio San Juan (ANDAGOYA),27,5.100000,-76.683000
73449,Melgar,73,4.250000,-74.583334
19450,Mercaderes,19,1.750000,-77.166667
50330,Mesetas,50,3.378056,-74.044723
18460,Milán,18,1.348334,-75.511667
15455,Miraflores,15,5.250000,-73.166667
95200,Miraflores,95,1.336667,-71.951112
19455,Miranda,19,3.250000,-76.250000
66456,Mistrató,66,5.416667,-76.000000
97001,Mitú,97,1.198334,-70.173334
86001,Mocoa,86,1.148889,-76.647778
68464,Mogotes,68,6.583334,-72.916667
68468,Molagavita,68,6.750000,-72.750000
23464,Momil,23,9.237223,-75.678056
13468,Mompós,13,9.250000,-74.583334
15464,Mongua,15,5.833334,-72.666667
15466,Monguí,15,5.750000,-72.833334
15469,Moniquirá,15,5.916667,-73.500000
05467,Montebello,05,5.916667,-75.500000
13458,Montecristo,13,8.299445,-74.475556
23466,Montelíbano,23,7.750000,-75.666667
63470,Montenegro,63,4.500000,-75.800000
23001,Monteria,23,8.757500,-75.890000
85162,Monterrey,85,4.916667,-72.833334
13473,Morales,13,8.416667,-74.000000
19473,Morales,19,2.800000,-76.666667
18479,Morelia,18,1.487500,-75.725000
70473,Morroa,70,9.416667,-75.333334
25473,Mosquera,25,4.750000,-74.333334
52473,Mosquera,52,2.350000,-78.350000
15476,Motavita,15,5.579723,-73.371389
23500,Moñitos,23,8.250000,-76.050000
73461,Murillo,73,4.876945,-75.173889
05475,Murindó,05,6.800000,-76.800000
05480,Mutatá,05,7.333334,-76.500000
54480,Mutiscua,54,7.333334,-72.716667
15480,Muzo,15,5.516667,-74.116667
68432,Málaga,68,6.783334,-72.666667
05483,Nariño,05,5.600000,-75.166667
25483,Nariño,25,4.450000,-74.800000
52480,Nariño,52,1.500000,-78.000000
73483,Natagaima,73,3.583334,-75.083334
05495,Nechí,05,8.096389,-74.775834
05490,Necoclí,05,8.423889,-76.791112
17486,Neira,17,5.166667,-75.500000
41001,Neiva,41,2.930556,-75.330278
25486,Nemocón,25,5.133334,-73.900000
25488,Nilo,25,4.333334,-74.583334
25489,Nimaima,25,5.200000,-74.416667
15491,Nobsa,15,5.833334,-72.916667
25491,Nocaima,25,5.116667,-74.416667
17495,Norcasia,17,5.566667,-74.883334
13490,Norosí,13,8.533334,-74.033334
27491,Novita,27,4.916667,-76.583334
47460,Nueva Granada,47,9.803056,-74.390278
15494,Nuevo Colón,15,5.416667,-73.416667
85225,Nunchía,85,5.640556,-72.198612
27495,Nuquí,27,6.000000,-77.333334
41483,Nátaga,41,2.650000,-75.800000
76497,Obando,76,4.583334,-75.916667
68498,Ocamonte,68,6.416667,-73.083334
54498,Ocaña,54,8.250000,-73.300000
68500,Oiba,68,6.300000,-73.250000
15500,Oicatá,15,5.600000,-73.316667
05501,Olaya,05,6.666667,-75.750000
52490,Olaya Herrera,52,1.266667,-77.483334
68502,Onzaga,68,6.333334,-72.750000
41503,Oporapa,41,2.083334,-76.016667
86320,Orito,86,0.696667,-76.874723
85230,Orocué,85,4.794167,-71.340000
73504,Ortega,73,3.916667,-75.250000
52506,Ospina,52,1.033334,-77.550000
15507,Otanche,15,5.750000,-74.250000
70508,Ovejas,70,9.500000,-75.166667
15511,Pachavita,15,5.133334,-73.400000
25513,Pacho,25,5.250000,-74.166667
19513,Padilla,19,3.066667,-76.316667
41518,Paicol,41,2.450000,-75.750000
20517,Pailitas,20,8.966112,-73.631667
25518,Paime,25,5.416667,-74.166667
15516,Paipa,15,5.833334,-73.100000
15518,Pajarito,15,5.416667,-72.666667
41524,Palermo,41,3.000000,-75.500000
